No.,Title,Artist,Year,all_artists,artist_list,primary_artist,other_artists,primary_artist_count,one_hit
23,"""4 Minutes""",madonna featuring justin timberlake and timbaland,2008,madonna featuring justin timberlake and timbaland,,madonna,"justin timberlake, timbal,",36,0
23,"""My Life Would Suck Without You""",kelly clarkson,2009,kelly clarkson,,kelly clarkson,NA,17,0
23,"""Billionaire""",travie mccoy featuring bruno mars,2010,travie mccoy featuring bruno mars,,travie mccoy,bruno mars,1,1
23,"""How to Love""",lil wayne,2011,lil wayne,,lil wayne,NA,11,0
23,"""Take Care""",drake featuring rihanna,2012,drake featuring rihanna,,drake,rihanna,43,0
23,"""Scream & Shout""",will.i.am featuring britney spears,2013,will.i.am featuring britney spears,,will.i.am,britney spears,2,0
23,"""Demons""",imagine dragons,2014,imagine dragons,,imagine dragons,NA,13,0
23,"""Worth It""",fifth harmony featuring kid ink,2015,fifth harmony featuring kid ink,,fifth harmony,kid ink,3,0
23,"""Stitches""",shawn mendes,2016,shawn mendes,,shawn mendes,NA,11,0
23,"""There's Nothing Holdin' Me Back""",shawn mendes,2017,shawn mendes,,shawn mendes,NA,11,0
23,"""Look Alive""",blocboy jb featuring drake,2018,blocboy jb featuring drake,,blocboy jb,drake,1,1
23,"""Sweet but Psycho""",ava max,2019,ava max,,ava max,NA,2,0
23,"""10,000 Hours""",dan + shay and justin bieber,2020,dan + shay and justin bieber,,dan + shay,justin bieber,6,0
23,"""My Ex's Best Friend""",machine gun kelly featuring blackbear,2021,machine gun kelly featuring blackbear,,machine gun kelly,blackbear,2,0
23,"""Running Up That Hill (A Deal with God)""",kate bush,2022,kate bush,,kate bush,NA,1,1
23,"""Thank God""",kane brown and katelyn brown,2023,kane brown and katelyn brown,,kane brown,katelyn brown,9,0
23,"""Fast Car""",luke combs,2024,luke combs,,luke combs,NA,17,0
24,"""Ball of Confusion (That's What the World Is Today)""",the temptations,1970,the temptations,,the temptations,NA,5,0
24,"""Signs""",five man electrical band,1971,five man electrical band,,five man electrical b,NA,1,1
24,"""Long Cool Woman in a Black Dress""",the hollies,1972,the hollies,,the hollies,NA,3,0
24,"""Right Place Wrong Time""",dr. john,1973,dr. john,,dr. john,NA,1,1
24,"""Time in a Bottle""",jim croce,1974,jim croce,,jim croce,NA,4,0
24,"""Why Can't We Be Friends?""",war,1975,war,,war,NA,7,0
24,"""Get Up and Boogie""",silver convention,1976,silver convention,,silver convention,NA,2,0
24,"""When I Need You""",leo sayer,1977,leo sayer,,leo sayer,NA,5,0
24,"""It's a Heartache""",bonnie tyler,1978,bonnie tyler,,bonnie tyler,NA,2,0
24,"""Lead Me On""",maxine nightingale,1979,maxine nightingale,,maxine nightingale,NA,2,0
24,"""Yes, I'm Ready""",teri desario & kc,1980,teri desario & kc,,teri desario,kc,1,1
24,"""Stars on 45 Medley""",stars on 45,1981,stars on 45,,stars on 45,NA,1,1
24,"""Let It Whip""",dazz band,1982,dazz band,,dazz b,NA,1,1
24,"""Africa""",toto,1983,toto,,toto,NA,5,0
24,"""Joanna""",kool & the gang,1984,kool & the gang,,kool,the gang,13,0
24,"""Heaven""",bryan adams,1985,bryan adams,,bryan adams,NA,12,0
24,"""Sara""",starship,1986,starship,,starship,NA,3,0
24,"""I Want Your Sex""",george michael,1987,george michael,,george michael,NA,12,0
24,"""Hold On to the Nights""",richard marx,1988,richard marx,,richard marx,NA,10,0
24,"""If You Don't Know Me by Now""",simply red,1989,simply red,,simply red,NA,2,0
24,"""She Ain't Worth It""",glenn medeiros featuring bobby brown,1990,glenn medeiros featuring bobby brown,,glenn medeiros,bobby brown,2,0
24,"""Romantic""",karyn white,1991,karyn white,,karyn white,NA,4,0
24,"""Jump Around""",house of pain,1992,house of pain,,house of pain,NA,1,1
24,"""Ditty""",paperboy,1993,paperboy,,paperboy,NA,1,1
24,"""Back & Forth""",aaliyah,1994,aaliyah,,aaliyah,NA,11,0
24,"""Here Comes the Hotstepper""",ini kamoze,1995,ini kamoze,,ini kamoze,NA,2,0
24,"""Name""",goo goo dolls,1996,goo goo dolls,,goo goo dolls,NA,6,0
24,"""I Belong to You (Every Time I See Your Face)""",rome,1997,rome,,rome,NA,1,1
24,"""Body Bumpin' (Yippie-Yi-Yo)""",public announcement,1998,public announcement,,public announcement,NA,1,1
24,"""Fortunate""",maxwell,1999,maxwell,,maxwell,NA,2,0
24,"""Get It On Tonite""",montell jordan,2000,montell jordan,,montell jordan,NA,4,0
24,"""Lady Marmalade""","christina aguilera, lil' kim, mýa and pink",2001,"christina aguilera, lil' kim, mýa and pink",,christina aguilera,"lil' kim, mýa, pink",9,0
24,"""Get the Party Started""",pink,2002,pink,,pink,NA,19,0
24,"""Can't Let You Go""",fabolous featuring lil' mo and mike shorey,2003,fabolous featuring lil' mo and mike shorey,,fabolous,"lil' mo, mike shorey",4,0
24,"""My Boo""",usher and alicia keys,2004,usher and alicia keys,,usher,alicia keys,25,0
24,"""Hate It or Love It""",the game featuring 50 cent,2005,the game featuring 50 cent,,the game,50 cent,3,0
24,"""Snap Yo Fingers""",lil jon featuring e-40 and sean paul,2006,lil jon featuring e-40 and sean paul,,lil jon,"e-40, sean paul",4,0
24,"""How to Save a Life""",the fray,2007,the fray,,the fray,NA,5,0
24,"""So What""",pink,2008,pink,,pink,NA,19,0
24,"""Halo""",beyoncé,2009,beyoncé,,beyoncé,NA,23,0
24,"""Not Afraid""",eminem,2010,eminem,,eminem,NA,18,0
24,"""Someone Like You""",adele,2011,adele,,adele,NA,13,0
24,"""Titanium""",david guetta featuring sia,2012,david guetta featuring sia,,david guetta,sia,8,0
24,"""Clarity""",zedd featuring foxes,2013,zedd featuring foxes,,zedd,foxes,4,0
24,"""Story of My Life""",one direction,2014,one direction,,one direction,NA,6,0
24,"""Post to Be""",omarion featuring chris brown and jhené aiko,2015,omarion featuring chris brown and jhené aiko,,omarion,"chris brown, jhené aiko",3,0
24,"""Hotline Bling""",drake,2016,drake,,drake,NA,43,0
24,"""Bodak Yellow""",cardi b,2017,cardi b,,cardi b,NA,10,0
24,"""Delicate""",taylor swift,2018,taylor swift,,taylor swift,NA,36,0
24,"""Suge""",dababy,2019,dababy,,dababy,NA,3,0
24,"""WAP""",cardi b featuring megan thee stallion,2020,cardi b featuring megan thee stallion,,cardi b,megan thee stallion,10,0
24,"""Industry Baby""",lil nas x and jack harlow,2021,lil nas x and jack harlow,,lil nas x,jack harlow,7,0
24,"""We Don't Talk About Bruno""","carolina gaitán, mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz and the encanto cast",2022,"carolina gaitán, mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz and the encanto cast",,carolina gaitán,"mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz, the encanto cast",1,1
24,"""Sure Thing""",miguel,2023,miguel,,miguel,NA,5,0
24,"""Water""",tyla,2024,tyla,,tyla,NA,1,1
25,"""Love on a Two-Way Street""",the moments,1970,the moments,,the moments,NA,1,1
25,"""She's a Lady""",tom jones,1971,tom jones,,tom jones,NA,2,0
25,"""How Do You Do""",mouth & macneal,1972,mouth & macneal,,mouth,macneal,1,1
25,"""Wildflower""",skylark,1973,skylark,,skylark,NA,1,1
25,"""Annie's Song""",john denver,1974,john denver,,john denver,NA,6,0
25,"""Love Won't Let Me Wait""",major harris,1975,major harris,,major harris,NA,1,1
25,"""Take It to the Limit""",eagles,1976,eagles,,eagles,NA,8,0
25,"""Hot Line""",the sylvers,1977,the sylvers,,the sylvers,NA,3,0
25,"""We Will Rock You"" / ""We Are the Champions""",queen,1978,queen,,queen,NA,8,0
25,"""Shake Your Body (Down to the Ground)""",the jacksons,1979,the jacksons,,the jacksons,NA,3,0
25,"""Sexy Eyes""",dr. hook,1980,dr. hook,,dr. hook,NA,8,0
25,"""Angel of the Morning""",juice newton,1981,juice newton,,juice newton,NA,4,0
25,"""We Got the Beat""",the go-go's,1982,the go-go's,,the go-go's,NA,4,0
25,"""Little Red Corvette""",prince,1983,prince,,prince,NA,15,0
25,"""I Just Called to Say I Love You""",stevie wonder,1984,stevie wonder,,stevie wonder,NA,18,0
25,"""Everything She Wants""",wham!,1985,wham!,,wham!,NA,7,0
25,"""Human""",the human league,1986,the human league,,the human league,NA,3,0
25,"""Notorious""",duran duran,1987,duran duran,,duran duran,NA,11,0
25,"""Hungry Eyes""",eric carmen,1988,eric carmen,,eric carmen,NA,3,0
25,"""Like a Prayer""",madonna,1989,madonna,,madonna,NA,36,0
25,"""If Wishes Came True""",sweet sensation,1990,sweet sensation,,sweet sensation,NA,1,1
25,"""Hold You Tight""",tara kemp,1991,tara kemp,,tara kemp,NA,2,0
25,"""Diamonds and Pearls""",prince and the new power generation,1992,prince and the new power generation,,prince,the new power generation,15,0
25,"""Rhythm Is a Dancer""",snap!,1993,snap!,,snap!,NA,3,0
25,"""Now and Forever""",richard marx,1994,richard marx,,richard marx,NA,10,0
25,"""Candy Rain""",soul for real,1995,soul for real,,soul for real,NA,2,0
25,"""Who Will Save Your Soul""",jewel,1996,jewel,,jewel,NA,6,0
25,"""Hypnotize""",the notorious b.i.g.,1997,the notorious b.i.g.,,the notorious b.i.g.,NA,4,0
25,"""This Kiss""",faith hill,1998,faith hill,,faith hill,NA,6,0
25,"""All I Have to Give""",backstreet boys,1999,backstreet boys,,backstreet boys,NA,7,0
25,"""Incomplete""",sisqó,2000,sisqó,,sisqó,NA,2,0
25,"""Ms. Jackson""",outkast,2001,outkast,,outkast,NA,7,0
25,"""Hero""",chad kroeger featuring josey scott,2002,chad kroeger featuring josey scott,,chad kroeger,josey scott,1,1
25,"""Mesmerize""",ja rule featuring ashanti,2003,ja rule featuring ashanti,,ja rule,ashanti,7,0
25,"""One Call Away""",chingy featuring j-weav,2004,chingy featuring j-weav,,chingy,j-weav,5,0
25,"""Lovers & Friends""",lil jon & the east side boyz featuring usher and ludacris,2005,lil jon & the east side boyz featuring usher and ludacris,,lil jon,"the east side boyz, usher, ludacris",4,0
25,"""Lean wit It, Rock wit It""",dem franchize boyz featuring peanut and charlay,2006,dem franchize boyz featuring peanut and charlay,,dem franchize boyz,"peanut, charlay",2,0
25,"""Home""",daughtry,2007,daughtry,,daughtry,NA,5,0
25,"""Paralyzer""",finger eleven,2008,finger eleven,,finger eleven,NA,3,0
25,"""Hot n Cold""",katy perry,2009,katy perry,,katy perry,NA,18,0
25,"""Replay""",iyaz,2010,iyaz,,iyaz,NA,2,0
25,"""Good Life""",onerepublic,2011,onerepublic,,onerepublic,NA,10,0
25,"""I Won't Give Up""",jason mraz,2012,jason mraz,,jason mraz,NA,4,0
25,"""Sail""",awolnation,2013,awolnation,,awolnation,NA,1,1
25,"""Chandelier""",sia,2014,sia,,sia,NA,4,0
25,"""Honey, I'm Good.""",andy grammer,2015,andy grammer,,,y grammer,12,0
25,"""Cold Water""",major lazer featuring justin bieber and mø,2016,major lazer featuring justin bieber and mø,,major lazer,"justin bieber, mø",3,0
25,"""Redbone""",childish gambino,2017,childish gambino,,childish gambino,NA,2,0
25,"""Yes Indeed""",lil baby and drake,2018,lil baby and drake,,lil baby,drake,11,0
25,"""Middle Child""",j. cole,2019,j. cole,,j. cole,NA,3,0
25,"""Ballin'""",mustard and roddy ricch,2020,mustard and roddy ricch,,mustard,roddy ricch,2,0
25,"""Therefore I Am""",billie eilish,2021,billie eilish,,billie eilish,NA,12,0
25,"""Late Night Talking""",harry styles,2022,harry styles,,harry styles,NA,6,0
25,"""All My Life""",lil durk featuring j. cole,2023,lil durk featuring j. cole,,lil durk,j. cole,3,0
25,"""Feather""",sabrina carpenter,2024,sabrina carpenter,,sabrina carpenter,NA,4,0
26,"""Which Way You Goin' Billy?""",the poppy family,1970,the poppy family,,the poppy family,NA,1,1
26,"""I've Found Someone of My Own""",the free movement,1971,the free movement,,the free movement,NA,1,1
26,"""Song Sung Blue""",neil diamond,1972,neil diamond,,neil diamond,NA,9,0
26,"""Superstition""",stevie wonder,1973,stevie wonder,,stevie wonder,NA,18,0
26,"""Let Me Be There""",olivia newton-john,1974,olivia newton-john,,olivia newton-john,NA,13,0
26,"""Boogie On Reggae Woman""",stevie wonder,1975,stevie wonder,,stevie wonder,NA,18,0
26,"""(Shake, Shake, Shake) Shake Your Booty""",kc and the sunshine band,1976,kc and the sunshine band,,kc,"the sunshine b,",7,0
26,"""Car Wash""",rose royce,1977,rose royce,,rose royce,NA,2,0
26,"""Baker Street""",gerry rafferty,1978,gerry rafferty,,gerry rafferty,NA,1,1
26,"""Don't Cry Out Loud""",melissa manchester,1979,melissa manchester,,melissa manchester,NA,3,0
26,"""Steal Away""",robbie dupree,1980,robbie dupree,,robbie dupree,NA,1,1
26,"""Love on the Rocks""",neil diamond,1981,neil diamond,,neil diamond,NA,9,0
26,"""The Other Woman""",ray parker jr.,1982,ray parker jr.,,ray parker jr.,NA,3,0
26,"""Back on the Chain Gang""",the pretenders,1983,the pretenders,,the pretenders,NA,4,0
26,"""Somebody's Watching Me""",rockwell,1984,rockwell,,rockwell,NA,1,1
26,"""Cool It Now""",new edition,1985,new edition,,new edition,NA,4,0
26,"""I Can't Wait""",nu shooz,1986,nu shooz,,nu shooz,NA,1,1
26,"""Only in My Dreams""",debbie gibson,1987,debbie gibson,,debbie gibson,NA,5,0
26,"""Shattered Dreams""",johnny hates jazz,1988,johnny hates jazz,,johnny hates jazz,NA,1,1
26,"""I'll Be Loving You (Forever)""",new kids on the block,1989,new kids on the block,,new kids on the block,NA,6,0
26,"""The Power""",snap!,1990,snap!,,snap!,NA,3,0
26,"""I Don't Wanna Cry""",mariah carey,1991,mariah carey,,mariah carey,NA,35,0
26,"""Don't Let the Sun Go Down on Me""",george michael and elton john,1992,george michael and elton john,,george michael,elton john,12,0
26,"""The River of Dreams""",billy joel,1993,billy joel,,billy joel,NA,12,0
26,"""When Can I See You""",babyface,1994,babyface,,babyface,NA,6,0
26,"""Let Her Cry""",hootie & the blowfish,1995,hootie & the blowfish,,hootie,the blowfish,6,0
26,"""Where Do You Go""",no mercy,1996,no mercy,,no mercy,NA,2,0
26,"""Every Time I Close My Eyes""",babyface,1997,babyface,,babyface,NA,6,0
26,"""I Don't Ever Want to See You Again""",uncle sam,1998,uncle sam,,uncle sam,NA,1,1
26,"""Bailamos""",enrique iglesias,1999,enrique iglesias,,enrique iglesias,NA,8,0
26,"""I Try""",macy gray,2000,macy gray,,macy gray,NA,1,1
26,"""Love Don't Cost a Thing""",jennifer lopez,2001,jennifer lopez,,jennifer lopez,NA,11,0
26,"""Wasting My Time""",default,2002,default,,default,NA,1,1
26,"""Where Is the Love?""",black eyed peas,2003,black eyed peas,,black eyed peas,NA,2,0
26,"""Me, Myself and I""",beyoncé,2004,beyoncé,,beyoncé,NA,23,0
26,"""Soldier""",destiny's child featuring t.i. and lil wayne,2005,destiny's child featuring t.i. and lil wayne,,destiny's child,"t.i., lil wayne",12,0
26,"""What Hurts the Most""",rascal flatts,2006,rascal flatts,,rascal flatts,NA,2,0
26,"""My Love""",justin timberlake featuring t.i.,2007,justin timberlake featuring t.i.,,justin timberlake,t.i.,16,0
26,"""Clumsy""",fergie,2008,fergie,,fergie,NA,6,0
26,"""Second Chance""",shinedown,2009,shinedown,,shinedown,NA,1,1
26,"""Sexy Bitch""",david guetta featuring akon,2010,david guetta featuring akon,,david guetta,akon,8,0
26,"""The Lazy Song""",bruno mars,2011,bruno mars,,bruno mars,NA,11,0
26,"""It Will Rain""",bruno mars,2012,bruno mars,,bruno mars,NA,11,0
26,"""Don't You Worry Child""",swedish house mafia featuring john martin,2013,swedish house mafia featuring john martin,,swedish house mafia,john martin,1,1
26,"""Black Widow""",iggy azalea featuring rita ora,2014,iggy azalea featuring rita ora,,iggy azalea,rita ora,2,0
26,"""I'm Not the Only One""",sam smith,2015,sam smith,,sam smith,NA,10,0
26,"""Send My Love (To Your New Lover)""",adele,2016,adele,,adele,NA,13,0
26,"""I Don't Wanna Live Forever""",zayn and taylor swift,2017,zayn and taylor swift,,zayn,taylor swift,2,0
26,"""Friends""",marshmello and anne-marie,2018,marshmello and anne-marie,,marshmello,anne-marie,6,0
26,"""Drip Too Hard""",lil baby and gunna,2019,lil baby and gunna,,lil baby,gunna,11,0
26,"""Hot Girl Bummer""",blackbear,2020,blackbear,,blackbear,NA,2,0
26,"""Up""",cardi b,2021,cardi b,,cardi b,NA,10,0
26,"""I Like You (A Happier Song)""",post malone featuring doja cat,2022,post malone featuring doja cat,,post malone,doja cat,19,0
26,"""Ella Baila Sola""",eslabon armado and peso pluma,2023,eslabon armado and peso pluma,,eslabon armado,peso pluma,1,1
26,"""We Can't Be Friends (Wait for Your Love)""",ariana grande,2024,ariana grande,,ariana gr,e,22,0
27,"""All Right Now""",free,1970,free,,free,NA,1,1
27,"""Superstar""",murray head & the trinidad singers,1971,murray head & the trinidad singers,,murray head,the trinidad singers,2,0
27,"""A Horse with No Name""",america,1972,america,,america,NA,4,0
27,"""Loves Me Like a Rock""",paul simon,1973,paul simon,,paul simon,NA,5,0
27,"""Sundown""",gordon lightfoot,1974,gordon lightfoot,,gordon lightfoot,NA,2,0
27,"""Wasted Days and Wasted Nights""",freddy fender,1975,freddy fender,,freddy fender,NA,2,0
27,"""Sweet Love""",commodores,1976,commodores,,commodores,NA,8,0
27,"""You Don't Have to Be a Star (To Be in My Show)""",marilyn mccoo & billy davis jr.,1977,marilyn mccoo & billy davis jr.,,marilyn mccoo,billy davis jr.,1,1
27,"""Can't Smile Without You""",barry manilow,1978,barry manilow,,barry manilow,NA,11,0
27,"""The Logical Song""",supertramp,1979,supertramp,,supertramp,NA,3,0
27,"""Biggest Part of Me""",ambrosia,1980,ambrosia,,ambrosia,NA,2,0
27,"""Every Woman in the World""",air supply,1981,air supply,,air supply,NA,8,0
27,"""Turn Your Love Around""",george benson,1982,george benson,,george benson,NA,4,0
27,"""Up Where We Belong""",joe cocker and jennifer warnes,1983,joe cocker and jennifer warnes,,joe cocker,jennifer warnes,3,0
27,"""Break My Stride""",matthew wilder,1984,matthew wilder,,matthew wilder,NA,1,1
27,"""Miami Vice Theme""",jan hammer,1985,jan hammer,,jan hammer,NA,1,1
27,"""Take My Breath Away""",berlin,1986,berlin,,berlin,NA,1,1
27,"""(I've Had) The Time of My Life""",bill medley and jennifer warnes,1987,bill medley and jennifer warnes,,bill medley,jennifer warnes,1,1
27,"""Father Figure""",george michael,1988,george michael,,george michael,NA,12,0
27,"""How Can I Fall?""",breathe,1989,breathe,,breathe,NA,2,0
27,"""(Can't Live Without Your) Love and Affection""",nelson,1990,nelson,,nelson,NA,2,0
27,"""You're in Love""",wilson phillips,1991,wilson phillips,,wilson phillips,NA,4,0
27,"""Masterpiece""",atlantic starr,1992,atlantic starr,,atlantic starr,NA,3,0
27,"""I'm Gonna Be (500 Miles)""",the proclaimers,1993,the proclaimers,,the proclaimers,NA,1,1
27,"""Please Forgive Me""",bryan adams,1994,bryan adams,,bryan adams,NA,12,0
27,"""I Believe""",blessid union of souls,1995,blessid union of souls,,blessid union of souls,NA,1,1
27,"""I Can't Sleep Baby (If I)""",r. kelly,1996,r. kelly,,r. kelly,NA,18,0
27,"""In My Bed""",dru hill,1997,dru hill,,dru hill,NA,5,0
27,"""Let's Ride""",montell jordan featuring master p and silkk the shocker,1998,montell jordan featuring master p and silkk the shocker,,montell jordan,"master p, silkk the shocker",4,0
27,"""What's It Gonna Be?!""",busta rhymes featuring janet,1999,busta rhymes featuring janet,,busta rhymes,janet,7,0
27,"""It's Gonna Be Me""",nsync,2000,nsync,,nsync,NA,8,0
27,"""The Way You Love Me""",faith hill,2001,faith hill,,faith hill,NA,6,0
27,"""One Last Breath""",creed,2002,creed,,creed,NA,5,0
27,"""The Game of Love""",santana featuring michelle branch,2003,santana featuring michelle branch,,santana,michelle branch,9,0
